,0
0,-0.5889736
1,-0.7541735
2,-0.6129156
3,0.4955997
4,-0.545878
5,-0.521936
6,-0.7924808
7,-0.5746084
8,-0.5243302
9,-0.6033388
10,-0.5530606
11,0.4525041
12,0.4357447
13,0.4357447
14,0.8523358
15,0.6464345
16,0.6200982
17,0.4644751
18,-0.6823475
19,-0.8834604
20,-1.070208
21,-0.8595184
22,0.5291186
23,-0.5530606
24,-1.613692
25,-1.132457
26,-0.7589619
27,-0.521936
28,-0.8595184
29,-0.9289502
30,1.216254
31,1.391031
32,1.029507
33,0.5075707
34,-0.7661445
35,-1.58975
36,-1.632845
37,-0.9097966
38,0.5123591
39,-1.007959
40,-1.091756
41,-0.770933
42,0.890643
43,1.146823
44,0.7613561
45,-0.7015011
46,-0.8164227
47,-0.5770026
48,0.4453215
49,0.5961562
50,0.6009446
51,-1.240196
52,-1.374272
53,-0.7469909
54,0.782904
55,0.7278373
56,1.079785
57,1.086968
58,-1.285686
59,-1.505953
60,1.058237
61,1.130063
62,0.8762778
63,0.5003881
64,-0.9050082
65,-0.7038953
66,0.9935937
67,0.6224924
68,-0.6368576
69,-1.328782
70,-1.56102
71,-0.8714894
72,0.7493851
73,1.666364
74,0.4548983
75,-0.6584055
76,-0.7924808
77,0.9169792
78,1.256956
79,0.8643068
80,-0.8595184
81,-1.546654
82,-1.35033
83,0.4955997
84,0.8451532
85,0.9337386
86,0.8020576
87,1.177947
88,1.781286
89,-1.896208
90,-3.430891
91,-3.028665
92,0.9050082
93,1.103727
94,-1.671153
95,-1.388637
96,1.867477
97,2.640805
98,1.776498
99,-0.7445967
100,-2.887407
101,-2.992752
102,1.917756
103,1.790863
104,-1.853112
105,-2.212242
106,2.329558
107,2.372654
108,-2.396596
109,-3.797204
110,1.987187
111,2.145205
112,1.522712
113,-2.090138
114,-1.568202
115,0.5003881
116,2.63841
117,2.432509
118,-1.659182
119,-2.643199
120,-1.450886
121,2.066196
122,2.494758
123,1.247379
124,-0.7541735
125,-2.221819
126,2.109292
127,4.096479
128,2.681506
129,-0.641646
130,-3.198653
131,-3.045424
132,0.7158663
133,2.001553
134,0.8978256
135,-1.84593
136,-2.365471
137,2.568978
138,3.591303
139,1.371878
140,-2.738967
141,-1.721431
142,1.838747
143,2.090138
144,1.371878
145,-0.6631939
146,-2.284068
147,-1.659182
148,2.70066
149,2.286463
150,-2.916138
151,-3.174711
152,-1.060631
153,1.42455
154,1.90339
155,-1.024718
156,-1.814805
157,-0.9552865
158,2.035071
159,0.9792285
160,-0.5674258
161,-1.668759
162,-1.189918
163,0.6224924
164,0.8236053
165,-1.314417
166,1.750161
167,1.987187
168,0.617704
169,-1.201889
170,-1.84593
171,0.641646
172,-0.5363012
173,-0.8212111
174,-1.180341
175,0.6344634
176,1.54426
177,0.6751649
178,-0.9624691
179,-1.96564
180,-1.551443
181,0.5602432
182,-0.557849
183,-1.027112
184,1.108515
185,1.134852
186,-1.194707
187,-2.056619
188,-1.13964
189,1.314417
190,0.9959879
191,-0.6967127
192,-1.400608
193,-0.9816227
194,0.7445967
195,1.968034
196,1.312023
197,-1.039083
198,-0.9959879
199,0.9074024
200,0.8379706
201,0.4716577
202,-0.5961562
203,1.21386
204,2.149993
205,0.8595184
206,-0.5099649
207,-1.539472
208,-0.617704
209,0.5746084
210,0.8714894
211,-1.041478
212,-0.7398083
213,1.300052
214,2.08535
215,0.8882488
216,-1.572991
217,-0.9050082
218,0.6607997
219,0.5171475
220,0.557849
221,0.7398083
222,-0.7302315
223,-0.7230489
224,0.7805098
225,-0.6919243
226,-1.077391
227,0.8355764
228,0.8762778
229,-0.6272808
230,-0.9241618
231,0.5075707
232,1.113304
233,-0.7326257
234,-1.197101
235,-0.6200982
236,0.545878
237,-0.6584055
238,-0.7469909
239,0.4884171
240,0.593762
241,-1.388637
242,-1.046266
243,0.9481038
244,-0.8116343
245,-0.7110779
246,-0.7637503
247,-0.6464345
248,-0.9002198
249,0.9217676
250,0.629675
251,-1.027112
252,-0.7254431
253,-0.9792285
254,0.6991069
255,0.9888053
256,-1.314417
257,-1.434127
258,0.8858546
259,1.436521
260,-1.161188
261,-1.307234
262,-0.8978256
263,0.5889736
264,0.6895301
265,0.770933
266,-0.4979939
267,-1.041478
268,-0.5291186
269,1.177947
270,1.371878
271,-1.051055
272,-1.606509
273,-0.8092402
274,1.596933
275,0.9074024
276,-0.9600749
277,0.6607997
278,-0.7134721
279,-0.6703765
280,0.6847417
281,1.431733
282,0.9576807
283,-1.046266
284,-1.261744
285,1.45328
286,1.225831
287,-0.9289502
288,-0.6823475
289,1.443704
290,-0.7398083
291,-1.034295
292,0.4812346
293,0.5770026
294,-0.6655881
295,0.6919243
296,0.5482722
297,-1.058237
298,-0.9911995
299,0.7422025
300,1.42455
301,-1.429338
302,-1.359907
303,-0.842759
304,1.383849
305,-0.6703765
306,-1.290475
307,-0.5841852
308,-0.6943185
309,0.8475474
310,0.5171475
311,-0.8236053
312,-1.61848
313,0.5434838
314,0.8092402
315,-1.082179
316,-0.8020576
317,1.477222
318,-0.5051765
319,-0.7182605
320,0.4453215
321,-0.8212111
322,0.6009446
323,-0.6703765
324,-1.005565
325,0.521936
326,0.617704
327,-0.9576807
328,-0.9888053
329,0.4429273
330,0.9528923
331,0.6488287
332,-0.8451532
333,-1.039083
334,0.6368576
335,-0.6631939
336,0.7445967
337,0.9983821
338,-0.5985504
339,-0.8092402
340,0.6200982
341,0.5027823
342,-1.074997
343,-1.022324
344,0.6512229
345,-0.866701
346,-0.6967127
347,-0.8690952
348,-0.9504981
349,0.9864111
350,0.7493851
351,1.161188
352,0.5889736
353,-0.6751649
354,-1.063026
355,0.6799533
356,0.5195417
357,0.8810662
358,0.7589619
359,1.103727
360,0.593762
361,0.770933
362,0.5075707
363,0.6919243
364,0.6464345
365,0.5410896
366,-0.6440403
367,-1.118092
368,-1.151611
369,-0.6607997
370,-0.5602432
371,-0.5793968
372,-0.5027823
373,0.5889736
374,0.6584055
375,-0.7469909
376,-0.9337386
377,-0.8451532
378,-0.6488287
379,-0.7038953
380,-0.9648633
381,0.6033388
382,-0.8116343
383,0.5267244
384,0.5147533
385,0.545878
386,-0.6488287
387,-0.5315128
388,-0.5027823
389,0.5434838
390,0.7398083
391,1.043872
392,0.8044518
393,0.4788404
394,0.5482722
395,0.5243302
396,0.4812346
397,-0.8499416
398,-0.7924808
399,-0.5482722
400,0.5315128
401,0.5171475
402,0.6775591
403,0.6344634
404,0.56982
405,0.6631939
406,0.5410896
407,-0.581791
408,-0.8762778
409,-0.914585
410,-0.6009446
411,-0.5123591
412,-0.5195417
413,-0.5147533
414,-0.5482722
415,0.4501099
416,-0.545878
417,-0.8595184
418,-0.8212111
419,-0.521936
420,-0.5530606
421,-0.9193734
422,-0.7900866
423,0.5889736
424,-0.6248866
425,0.5841852
426,0.4620809
427,0.5147533
428,0.4525041
429,-0.5530606
430,-0.7302315
431,-0.8379706
432,0.4908113
433,0.4453215
434,-0.5482722
435,-0.794875
436,-0.5315128
437,-0.581791
438,-0.5961562
439,-0.6991069
440,0.7158663
441,0.9959879
442,0.6368576
443,0.6607997
444,1.25935
445,1.216254
446,0.4692635
447,-0.5363012
448,-0.6679823
449,-0.7230489
450,0.5267244
451,-0.8499416
452,-0.8595184
453,-0.7493851
454,-0.5315128
455,-0.5961562
456,0.6488287
457,0.629675
458,-0.605733
459,-0.6464345
460,0.5171475
461,0.5746084
462,0.7182605
463,0.5889736
464,0.5363012
465,0.4860229
466,-0.7254431
467,-0.7541735
468,-0.9361328
469,-0.6512229
470,0.8020576
471,0.8403648
472,0.4860229
473,-0.830788
474,0.9935937
475,0.794875
476,-1.022324
477,-1.25935
478,-0.7254431
479,-0.8643068
480,-1.154005
481,-0.7661445
482,0.6272808
483,-1.051055
484,-1.091756
485,0.5793968
486,0.6751649
487,0.7086837
488,0.7302315
489,0.7852982
490,1.070208
491,0.5985504
492,-0.6392518
493,-0.770933
494,-0.8116343
495,0.5195417
496,-0.5746084
497,1.180341
498,1.462857
499,0.6584055
500,-0.9935937
501,0.4740519
502,-0.782904
503,0.5243302
504,-0.5051765
505,-1.266533
506,-0.794875
507,0.6344634
508,1.711854
509,1.170765
510,-1.285686
511,-1.115698
512,0.6248866
513,0.5530606
514,0.6272808
515,0.9648633
516,1.831564
517,2.106898
518,1.319205
519,0.5626374
520,0.8619126
521,0.4668693
522,-0.5865794
523,-0.8690952
524,0.9576807
525,1.194707
526,0.8092402
