,0
0,-0.6009446
1,0.5027823
2,-0.5051765
3,-0.6440403
4,-0.8690952
5,-0.4979939
6,-0.5793968
7,-0.8331822
8,-0.5267244
9,0.56982
10,0.5506664
11,-0.5243302
12,-0.5386954
13,0.4381389
14,0.7805098
15,0.5267244
16,0.5793968
17,-0.5650316
18,-0.6344634
19,-0.7996634
20,-0.8212111
21,0.4525041
22,0.9337386
23,1.582567
24,0.4979939
25,0.4501099
26,0.593762
27,-0.9433154
28,-1.606509
29,-1.438915
30,-0.9935937
31,-0.5003881
32,-0.7206547
33,-0.8283938
34,0.6775591
35,1.352724
36,1.244985
37,0.7781156
38,0.4668693
39,-1.122881
40,-1.673547
41,-1.68073
42,-0.9624691
43,-0.6081272
44,-1.252167
45,-0.8858546
46,-0.5051765
47,0.7637503
48,1.027112
49,0.7924808
50,0.4357447
51,0.533907
52,0.4644751
53,-1.426944
54,-1.170765
55,0.6200982
56,0.7493851
57,0.7733272
58,0.5291186
59,-1.280898
60,-0.8810662
61,0.5650316
62,1.022324
63,0.9935937
64,0.6392518
65,-1.012747
66,0.5650316
67,0.9648633
68,-0.5003881
69,-1.058237
70,-1.532289
71,1.288081
72,1.539472
73,1.010353
74,-0.8738836
75,-0.7350199
76,1.331176
77,1.426944
78,0.5506664
79,-1.252167
80,-1.647211
81,-0.9169792
82,0.7110779
83,0.842759
84,0.6344634
85,1.654393
86,1.644816
87,-2.750938
88,-3.603274
89,-2.583344
90,-1.180341
91,0.4644751
92,1.283292
93,-0.9169792
94,-1.774103
95,-0.9816227
96,0.8092402
97,2.171541
98,2.645593
99,-1.778892
100,-3.220201
101,-2.44448
102,-0.7398083
103,1.012747
104,2.185906
105,-0.8259995
106,-2.121263
107,-1.465251
108,1.00317
109,2.652776
110,1.75495
111,-3.062184
112,-3.653552
113,-1.49877
114,0.8882488
115,2.377442
116,1.869872
117,-1.201889
118,-2.3535
119,-0.9864111
120,1.848324
121,2.96881
122,1.915361
123,-2.454057
124,-2.312799
125,-0.9217676
126,1.391031
127,2.497152
128,2.070984
129,-1.678335
130,-2.238579
131,2.920926
132,4.050989
133,1.735796
134,-1.678335
135,-3.421314
136,-0.5099649
137,1.089362
138,1.78368
139,0.5195417
140,-1.031901
141,-2.0231
142,1.060631
143,3.22499
144,2.712631
145,-2.48997
146,-2.837129
147,-0.7517793
148,0.9097966
149,2.238579
150,-1.405396
151,-2.454057
152,-1.01993
153,2.844312
154,1.529895
155,-1.369483
156,-3.093309
157,-2.540248
158,2.214637
159,1.889025
160,0.5841852
161,-2.037466
162,-1.697489
163,2.387019
164,-1.022324
165,-1.072602
166,2.585738
167,1.963245
168,-1.661576
169,-2.035071
170,-0.9002198
171,0.938527
172,-0.6512229
173,-1.316811
174,-1.51553
175,1.323994
176,1.733402
177,-1.63524
178,-2.178724
179,-1.367089
180,0.8595184
181,0.6224924
182,-0.7398083
183,-1.01993
184,-0.9217676
185,1.702277
186,1.309628
187,-1.668759
188,-2.03986
189,-0.7206547
190,0.7110779
191,1.314417
192,-0.8738836
193,-1.549049
194,-1.790863
195,-0.8044518
196,1.285686
197,0.9911995
198,-1.352724
199,-1.855506
200,-0.878672
201,0.4932055
202,1.211466
203,-0.866701
204,-0.9528923
205,0.9504981
206,2.080561
207,-1.192312
208,-1.307234
209,0.7062895
210,0.6584055
211,-1.18513
212,1.458069
213,2.217031
214,0.7733272
215,-0.794875
216,-1.831564
217,0.9720459
218,0.938527
219,0.4884171
220,-0.5650316
221,0.6320692
222,0.842759
223,0.545878
224,-0.9337386
225,-1.077391
226,0.7350199
227,0.8379706
228,-0.5913678
229,-0.7350199
230,-1.103727
231,0.7038953
232,0.842759
233,-1.015141
234,-0.8834604
235,0.8619126
236,0.9504981
237,-0.7637503
238,-1.063026
239,-0.5746084
240,0.5530606
241,-1.005565
242,0.4836287
243,-0.5243302
244,-0.605733
245,-0.5602432
246,0.7565677
247,0.806846
248,-0.8236053
249,-1.604115
250,-0.7086837
251,1.115698
252,-0.9840169
253,-0.5961562
254,-0.770933
255,-0.6919243
256,-0.8619126
257,0.4955997
258,0.7685388
259,-1.300052
260,-1.216254
261,-1.039083
262,1.13964
263,0.9888053
264,-1.465251
265,-1.199495
266,0.5363012
267,1.132457
268,-0.5147533
269,-1.441309
270,-1.039083
271,0.6775591
272,0.557849
273,0.5027823
274,0.9744401
275,-0.5626374
276,-0.7757214
277,0.9696517
278,1.055843
279,-1.436521
280,-1.118092
281,1.572991
282,1.450886
283,0.5961562
284,-0.7996634
285,-0.6512229
286,-0.5841852
287,0.6344634
288,1.474828
289,0.5985504
290,-1.007959
291,-1.551443
292,1.292869
293,1.070208
294,-0.5434838
