,0
0,-0.3567361
1,-0.5626374
2,-0.5123591
3,-0.2753332
4,0.1508347
5,-0.4453215
6,-0.7733272
7,-0.6153098
8,-0.3016694
9,0.272939
10,0.28491
11,-0.1867477
12,-0.1580173
13,0.3160346
14,-0.6224924
15,0.3998317
16,0.09097966
17,0.08379706
18,0.09576806
19,-0.1484405
20,0.237026
21,0.4644751
22,0.3591303
23,0.1843535
24,0.09337386
25,0.237026
26,0.3399766
27,0.344765
28,0.2537854
29,-0.2705448
30,-0.2585738
31,-0.308852
32,-0.3950433
33,-0.4932055
34,-0.3399766
35,-0.2154782
36,-0.4357447
37,-0.3974375
38,-0.1771709
39,0.272939
40,-0.1891419
41,-0.5291186
42,-0.5027823
43,-0.3423708
44,-0.225055
45,-0.4022259
46,-0.6368576
47,-0.5434838
48,-0.1723825
49,-0.4932055
50,-0.7302315
51,-0.3806781
52,0.1125275
53,0.272939
54,-0.1628057
55,0.08858546
56,0.260968
57,0.2226608
58,0.308852
59,0.3711013
60,0.2944868
61,-0.1723825
62,-0.1771709
63,0.3782839
64,0.7374141
65,-0.1460463
66,-0.3184288
67,0.2346318
68,0.2681506
69,0.2298434
70,0.332794
71,0.1436521
72,0.4213795
73,0.1580173
74,-0.2011129
75,-0.260968
76,-0.1556231
77,-0.3423708
78,-0.2705448
79,-0.237026
80,-0.4979939
81,-0.2825158
82,0.2825158
83,-0.1460463
84,0.3399766
85,0.7086837
86,0.2944868
87,0.3471592
88,0.4716577
89,0.1604115
90,0.1340753
91,0.5363012
92,-0.5674258
93,-0.545878
94,-0.5291186
95,-0.866701
96,-1.170765
97,-0.2035071
98,-0.3495534
99,-0.4405331
100,-0.2082956
101,0.4716577
102,1.077391
103,1.407791
104,0.902614
105,0.1771709
106,0.7469909
107,0.557849
108,0.4836287
109,0.7469909
110,-1.271321
111,-1.606509
112,-1.113304
113,-0.2298434
114,-0.4381389
115,-0.593762
116,-0.4357447
117,-0.938527
118,-1.000776
119,0.9696517
120,1.240196
121,0.8283938
122,0.4213795
123,0.1412579
124,0.1819593
125,0.3519476
126,0.2992752
127,0.1460463
128,-0.2154782
129,0.1843535
130,-0.4668693
131,-1.307234
132,-1.448492
133,-0.9888053
134,-0.1436521
135,-0.1412579
136,0.2035071
137,-0.2035071
138,-0.1484405
139,0.09337386
140,0.2035071
141,0.5363012
142,-0.2681506
143,-1.015141
144,-0.7805098
145,-0.4094085
146,0.1651999
147,0.8236053
148,1.209072
149,0.9050082
150,-0.6823475
151,-0.4548983
152,0.1197101
153,0.3974375
154,0.2106898
155,-1.302446
156,-1.596933
157,-0.7134721
158,0.4668693
159,0.6129156
160,1.012747
161,0.9289502
162,-1.118092
163,-1.328782
164,0.9672575
165,0.902614
166,1.060631
167,0.7876924
168,-1.154005
169,-0.8236053
170,1.074997
171,0.8379706
172,-0.3112462
173,-1.151611
174,-1.632845
175,-1.005565
176,0.521936
177,1.244985
178,0.7589619
179,-0.5482722
180,-0.866701
181,-0.3591303
182,1.434127
183,1.235408
184,0.2202666
185,-1.204283
186,-1.929727
187,-1.371878
188,0.3998317
189,0.7996634
190,1.11091
191,1.077391
192,0.4381389
193,0.6272808
194,1.412579
195,0.8619126
196,-2.621651
197,-3.517082
198,-2.499547
199,-0.6105214
200,1.098939
201,-1.345541
202,-1.383849
203,1.563414
204,2.430115
205,1.659182
206,-0.2992752
207,-2.104503
208,-1.520318
209,-0.2513912
210,1.13964
211,1.45328
212,0.6655881
213,-1.831564
214,-0.8020576
215,1.338359
216,2.621651
217,1.412579
218,-1.386243
219,-2.738967
220,-0.7924808
221,1.436521
222,2.173935
223,1.577779
