,0
471,-1.122881
472,1.446098
473,0.1149217
474,-0.4860229
475,-1.11091
476,-0.5099649
477,-0.2274492
478,0.4189853
479,0.09337386
480,-0.2873042
481,-0.5746084
482,-0.4429273
483,0.6679823
484,1.043872
485,0.2825158
486,-0.9720459
487,-1.410185
488,0.629675
489,0.7661445
490,-1.58975
491,-0.581791
492,0.5770026
493,1.407791
494,0.7589619
495,-0.6344634
496,-0.8762778
497,-0.641646
498,0.7637503
499,-0.3112462
500,0.6703765
501,0.1149217
502,0.3758897
503,-0.938527
504,-0.6536171
505,0.4764462
506,0.4405331
507,-0.9696517
508,-0.2777274
509,0.7589619
510,1.455675
511,-0.7900866
512,-1.352724
513,0.914585
514,1.151611
515,0.3830723
516,-0.1843535
517,-0.4572925
518,0.3280056
519,-0.3303998
520,-0.9002198
521,-0.1484405
522,0.1460463
523,-0.213084
524,0.6943185
525,0.7685388
526,0.3160346
527,-1.340753
528,-0.9313444
529,-0.2825158
530,0.2274492
531,-0.2657564
532,-0.890643
533,-0.6153098
534,0.1029507
535,1.501164
536,-0.5913678
537,-0.7350199
538,-1.151611
539,-0.1675941
540,0.6033388
541,0.2633622
542,-0.3303998
543,0.1484405
544,0.320823
545,-0.4548983
546,-0.770933
547,-0.4884171
548,0.6081272
549,0.6368576
550,0.4333505
551,-0.3615245
552,0.1939303
553,0.1221043
554,-0.9313444
555,-1.338359
556,-0.7110779
557,1.091756
558,0.2633622
559,-0.7350199
560,-0.5913678
561,0.1101333
562,0.5315128
563,-0.1532289
564,-1.027112
565,-0.4740519
566,0.3663129
567,0.6248866
568,0.3160346
569,0.6033388
570,0.9648633
571,0.4477157
572,-0.641646
573,-1.261744
574,-0.2322376
575,0.8523358
576,0.7852982
577,-0.5889736
578,0.7685388
579,0.842759
580,0.4884171
581,-0.1436521
582,0.1436521
583,0.2154782
584,0.4261679
585,0.1867477
586,0.1316811
587,0.4165911
588,0.1556231
589,0.1388637
590,0.08379706
591,0.1292869
592,0.3854665
593,0.7900866
594,0.5985504
595,0.2825158
596,0.4285621
597,0.3878607
598,0.4764462
599,0.5315128
600,0.4501099
601,-0.1532289
602,-0.2873042
603,-0.6584055
604,-0.8858546
605,-0.6153098
606,-0.6871359
607,0.213084
608,-0.3878607
609,-0.2394202
610,-0.2442086
611,-0.3495534
612,-0.7398083
613,-0.6871359
614,-0.4668693
615,-0.1460463
616,-0.3974375
617,-0.4453215
618,-0.4501099
619,0.2896984
620,-0.1795651
621,0.2944868
622,0.2442086
623,-0.3519476
624,-0.7254431
625,-1.055843
626,-0.7326257
627,-0.1675941
628,-0.545878
629,-0.8092402
630,-0.8619126
631,-0.4213795
632,0.2322376
633,0.3112462
634,0.2346318
635,0.296881
636,-0.332794
637,0.2681506
638,0.4094085
639,0.5602432
640,0.1221043
641,-0.6751649
642,-0.2035071
643,0.2106898
644,0.2777274
645,0.4644751
646,0.2992752
647,0.4596867
648,0.4381389
649,0.1771709
650,0.1604115
651,-0.1628057
652,-0.2825158
653,-0.4333505
654,-0.3280056
655,-0.2082956
656,-0.3687071
657,-0.5530606
658,-0.4979939
659,0.332794
660,0.4692635
661,0.1149217
662,-0.1556231
663,0.4836287
664,0.9361328
665,0.7445967
666,0.4788404
667,0.1843535
668,0.1316811
669,0.2944868
670,0.2442086
671,-0.2896984
672,-0.1843535
673,-0.2226608
674,-0.3136404
675,-0.6464345
676,-0.6440403
677,-0.5386954
678,-0.4620809
679,-0.3950433
680,0.1149217
681,0.3567361
682,0.5147533
683,0.4572925
684,0.4141969
685,0.4046201
686,0.6512229
687,0.6105214
688,0.260968
689,-0.3830723
690,-0.6440403
691,-0.7589619
692,-0.5075707
693,-0.1795651
694,-0.4046201
695,-0.6584055
696,-0.56982
697,-0.3591303
698,-0.3758897
699,-0.2705448
700,0.1125275
701,0.1891419
702,0.1125275
703,0.3016694
704,0.3375824
705,0.09576806
706,0.1029507
707,-0.308852
708,-0.3639187
709,-0.3160346
710,-0.1651999
711,-0.1939303
712,-0.3112462
713,-0.3112462
714,-0.2753332
715,-0.1915361
716,0.08858546
717,0.1053449
718,0.1005565
719,0.1939303
720,0.2035071
721,0.1053449
722,0.1963245
723,0.2585738
724,0.1747767
725,-0.1675941
726,-0.3016694
727,-0.3016694
728,-0.2106898
729,-0.5746084
730,-0.8499416
731,-0.85473
732,0.3184288
733,0.5027823
734,0.3926491
735,-0.1628057
736,-0.3040636
737,-0.2537854
738,-0.1963245
739,0.1388637
740,0.2322376
741,0.2202666
742,0.09816227
743,0.2920926
744,0.3471592
745,0.08379706
746,-0.1891419
747,-0.1556231
748,0.2346318
749,0.3064578
750,0.260968
751,0.1173159
752,0.2035071
753,0.1843535
754,0.1723825
755,0.1771709
756,0.1651999
757,0.1292869
758,-0.2178724
759,-0.225055
760,-0.2035071
761,-0.2322376
762,-0.2322376
763,-0.1580173
764,-0.260968
765,-0.3351882
766,-0.3615245
767,-0.3758897
768,-0.2825158
769,-0.1747767
770,0.1364695
771,0.2466028
772,0.272939
773,0.237026
774,0.1197101
775,0.2202666
776,0.213084
777,0.1819593
778,0.1029507
779,0.2513912
780,0.2274492
781,-0.260968
782,-0.3950433
783,-0.3184288
784,-0.3112462
785,-0.4213795
786,-0.4932055
787,-0.3878607
788,0.1388637
789,-0.308852
790,-0.4165911
791,0.1005565
792,-0.2154782
793,0.2896984
794,0.4022259
795,-0.2035071
796,-0.3184288
797,-0.2082956
798,-0.1747767
799,-0.1484405
800,-0.3280056
801,-0.4477157
802,-0.2920926
803,-0.3184288
804,-0.2394202
805,-0.2106898
806,-0.2513912
807,-0.1580173
808,0.1819593
809,0.1197101
810,0.1149217
811,0.1316811
812,0.3351882
813,0.3064578
814,0.3040636
815,0.4477157
816,0.5985504
817,0.6536171
818,0.4357447
819,0.1316811
820,0.1891419
821,0.3040636
822,0.2178724
823,0.2274492
824,0.1484405
825,0.09097966
826,0.2226608
827,0.1029507
828,0.08379706
829,-0.3303998
830,-0.8451532
831,-0.9074024
832,-0.6799533
833,0.1987187
834,-0.5147533
835,-0.3926491
836,-0.344765
837,-0.2633622
838,-0.4932055
839,-0.7852982
840,-0.3711013
841,-0.248997
842,-0.1795651
843,-0.4596867
844,0.260968
845,0.2681506
846,-0.1963245
847,0.1675941
848,0.5865794
849,0.4836287
850,-0.6440403
851,-0.5315128
852,0.2418144
853,0.2633622
854,0.2753332
855,0.1125275
856,0.1651999
857,0.2346318
858,0.09576806
859,0.3064578
860,0.6655881
861,0.4788404
862,0.1125275
863,-0.260968
864,0.08619126
865,0.2801216
866,-0.2035071
867,0.1508347
868,0.08140286
869,0.1053449
870,-0.3375824
871,-0.3256114
872,-0.1843535
873,-0.2944868
874,-0.2298434
875,0.1771709
876,0.1412579
877,0.1221043
878,0.3112462
879,0.3902549
880,0.213084
881,0.1867477
882,0.1580173
883,0.1987187
884,0.5171475
885,0.521936
886,0.56982
887,-0.1532289
888,-0.332794
889,0.2226608
890,0.1125275
891,-0.1819593
892,-0.2513912
893,-0.2825158
894,-0.1987187
895,-0.2226608
896,-0.1628057
897,-0.1675941
898,-0.2896984
899,-0.2920926
900,-0.4141969
901,-0.6248866
902,-0.6344634
903,-0.4908113
904,0.332794
905,0.2633622
906,0.1532289
907,-0.3471592
908,-0.4596867
909,-0.4285621
910,0.1412579
911,0.2011129
912,0.1819593
913,0.2681506
914,0.3399766
915,-0.4094085
916,-0.4836287
917,-0.5267244
918,-0.9433154
919,0.3351882
920,0.320823
921,-0.7015011
922,-0.5003881
923,-0.4620809
924,-0.5913678
925,-0.7589619
926,0.2992752
927,0.9241618
928,1.125275
929,0.8044518
930,-0.4094085
931,-0.2466028
932,0.3184288
933,0.272939
934,0.5554548
935,1.149217
936,1.355118
937,0.9720459
938,-0.2154782
939,-0.3303998
940,0.09576806
941,0.3950433
942,-0.8331822
943,-0.4596867
944,0.2873042
945,0.28491
946,-0.7398083
947,-1.314417
948,-1.302446
949,-0.7852982
950,-0.4644751
951,-0.5650316
952,-0.3615245
953,0.4572925
954,0.8092402
955,-0.3902549
956,-0.9552865
957,-0.6775591
958,0.2753332
959,0.7876924
960,0.8188169
961,0.2394202
962,0.1268927
963,0.1819593
964,0.4285621
965,0.4812346
966,-0.3687071
967,-0.3902549
968,0.2801216
969,0.8523358
970,0.7206547
971,-0.9624691
972,-0.9433154
973,-0.7086837
974,-0.4405331
975,-0.1819593
976,-0.3351882
977,0.2561796
978,-0.3806781
979,-0.641646
980,0.2418144
981,1.010353
982,1.199495
983,0.308852
984,-0.1699883
985,0.1388637
986,0.6679823
987,0.1173159
988,-0.6655881
989,0.8259995
990,1.031901
991,0.7302315
992,-1.391031
993,-1.25935
994,-0.4908113
995,-0.1915361
996,-0.7398083
997,-1.125275
998,0.4165911
999,0.3950433
1000,-0.4453215
1001,-1.201889
1002,-1.04866
1003,0.794875
1004,0.2561796
1005,0.3591303
1006,0.248997
1007,-0.3016694
1008,-0.1771709
1009,0.5889736
1010,0.4022259
1011,-0.5195417
1012,-0.6895301
1013,-0.1891419
1014,0.1173159
1015,-0.1604115
1016,0.2106898
1017,-0.213084
1018,-0.3543419
1019,-0.4381389
1020,0.4620809
1021,0.248997
1022,0.1819593
1023,-0.2226608
1024,-0.6584055
1025,0.6584055
1026,1.407791
1027,0.8379706
1028,-0.4979939
1029,-1.249773
1030,0.3112462
1031,0.1412579
1032,-0.3926491
1033,0.5003881
1034,0.4764462
1035,-0.5147533
1036,-0.4908113
1037,0.1388637
1038,0.7182605
1039,-0.8164227
1040,-0.8403648
1041,1.393425
1042,1.01993
1043,-0.1460463
1044,-1.125275
1045,-1.505953
1046,0.09576806
1047,0.1364695
1048,0.1340753
1049,-0.4333505
1050,-0.308852
1051,0.7445967
1052,0.8451532
1053,0.28491
1054,0.2801216
1055,0.782904
1056,1.637634
1057,1.953669
1058,0.4908113
1059,-0.1771709
1060,0.581791
1061,1.149217
1062,-0.4788404
1063,-0.8140285
1064,0.9193734
1065,1.290475
1066,0.7038953
1067,-0.1867477
1068,0.1867477
1069,0.8571242
1070,-1.130063
1071,-0.902614
1072,0.2298434
1073,0.8762778
1074,0.8212111
1075,0.1843535
1076,-0.3639187
1077,0.4070143
1078,0.2801216
1079,-0.4836287
1080,-1.824382
1081,-0.3711013
1082,1.290475
1083,1.503559
1084,0.1460463
1085,-1.493982
1086,-0.7876924
1087,0.1292869
1088,0.5746084
1089,-1.070208
1090,-1.01993
1091,0.2418144
1092,0.1388637
1093,-0.9816227
1094,-1.96564
1095,-1.843535
1096,-1.072602
1097,-0.629675
1098,-1.436521
1099,-2.109292
1100,-2.051831
1101,-1.007959
1102,-0.3351882
1103,-1.170765
1104,-1.747767
1105,-1.197101
1106,0.6967127
1107,0.8212111
1108,0.1604115
1109,-0.5506664
1110,-0.5123591
1111,0.5291186
1112,0.2442086
1113,-0.9696517
1114,-1.82917
1115,-1.740585
1116,-0.5434838
1117,0.3711013
1118,-0.6560113
1119,-1.321599
1120,-1.752556
1121,-1.355118
1122,0.4979939
1123,0.794875
1124,0.5291186
1125,0.3543419
1126,0.6823475
1127,1.055843
1128,0.8571242
1129,0.7469909
1130,0.914585
1131,0.7038953
1132,0.3663129
1133,0.6248866
1134,0.1675941
1135,-0.1771709
1136,0.1556231
1137,0.6871359
1138,0.2513912
1139,-0.5410896
1140,-0.6272808
1141,-0.3232172
1142,0.2322376
1143,0.2274492
1144,0.1963245
1145,0.6919243
1146,0.8690952
1147,0.6536171
1148,0.4644751
1149,0.5386954
1150,1.678335
1151,1.685518
1152,1.316811
1153,0.7398083
1154,0.1340753
1155,0.1292869
1156,0.8619126
1157,0.9409212
1158,0.225055
1159,-0.3591303
1160,-0.332794
1161,-0.4979939
1162,-0.7326257
1163,-0.9433154
1164,-0.4477157
1165,0.2705448
1166,0.545878
1167,-0.6751649
1168,-0.866701
1169,-0.2873042
1170,0.7302315
1171,0.8355764
1172,0.1819593
1173,0.3471592
1174,-0.6799533
1175,-0.806846
1176,-0.1843535
1177,-0.4477157
1178,-0.7900866
1179,-0.6081272
1180,-0.5770026
1181,-0.6871359
1182,-0.8738836
1183,-0.8259995
1184,-0.6799533
1185,-0.3687071
1186,-0.3567361
1187,-0.4165911
1188,-0.1867477
1189,-0.3543419
1190,-0.6703765
1191,-0.9289502
1192,-0.6153098
1193,0.2274492
1194,-0.3495534
1195,-0.6727707
1196,-0.8379706
1197,-0.5889736
1198,0.1771709
1199,-0.3040636
1200,-0.5003881
1201,0.629675
1202,0.4477157
1203,0.1340753
1204,0.1867477
1205,0.4429273
1206,0.4692635
1207,0.1268927
1208,-0.4333505
1209,-0.641646
1210,-0.2681506
1211,0.5410896
1212,0.6775591
1213,-0.2633622
1214,-0.3375824
1215,-0.5674258
1216,-0.3399766
1217,-0.1963245
1218,0.2011129
1219,0.1915361
1220,-0.1723825
1221,-0.1412579
1222,0.1795651
1223,0.5865794
1224,0.3950433
1225,0.4022259
1226,0.5315128
1227,0.2011129
1228,0.1747767
1229,0.6200982
1230,0.6919243
1231,0.4094085
1232,-0.2585738
1233,-0.4046201
1234,0.1292869
1235,0.1197101
1236,-0.2657564
1237,-0.5506664
1238,-0.2537854
1239,-0.6368576
1240,-0.3663129
1241,0.5626374
1242,0.4764462
1243,0.1292869
1244,0.2896984
1245,0.3854665
1246,0.3830723
1247,0.5075707
1248,0.344765
1249,0.3064578
1250,0.260968
1251,0.2944868
1252,0.320823
1253,-0.4261679
1254,-0.4285621
1255,-0.4884171
1256,-0.4429273
1257,-0.1723825
1258,0.1819593
1259,-0.1436521
1260,-0.3950433
1261,-0.56982
1262,0.1436521
1263,-0.3112462
1264,-0.6009446
1265,0.3758897
1266,0.1340753
1267,-0.2657564
1268,-0.4429273
1269,-0.2442086
1270,-0.1628057
1271,-0.3112462
1272,-0.1915361
1273,-0.4668693
1274,-0.5961562
1275,-0.3351882
1276,-0.2154782
1277,-0.1963245
1278,-0.2154782
1279,-0.2633622
1280,0.2059013
1281,0.4213795
1282,-0.3423708
1283,0.545878
1284,0.7637503
1285,-0.1843535
1286,-0.3591303
1287,0.1819593
1288,0.1292869
1289,-0.2537854
1290,0.1101333
1291,-0.1675941
1292,0.1101333
1293,0.1532289
1294,0.2537854
1295,0.2705448
1296,-0.2154782
1297,0.1723825
1298,0.1436521
1299,-0.3136404
1300,-0.3663129
1301,0.2705448
1302,0.4836287
1303,-0.4381389
1304,-0.878672
1305,-0.6200982
1306,0.213084
1307,0.6775591
1308,-0.3974375
1309,-0.6823475
1310,-0.3639187
1311,-0.2585738
1312,-0.237026
1313,0.1029507
1314,0.237026
1315,0.1412579
1316,-0.1436521
1317,-0.1867477
1318,0.3280056
1319,0.6129156
1320,0.4812346
1321,0.09576806
1322,0.2633622
1323,0.28491
1324,0.3303998
1325,0.08619126
1326,0.1412579
1327,0.2442086
1328,0.2298434
1329,-0.2082956
1330,-0.272939
1331,-0.2585738
1332,0.1484405
1333,0.1556231
1334,-0.1628057
1335,-0.1723825
1336,-0.2442086
1337,-0.2633622
1338,-0.4836287
1339,-0.593762
1340,-0.4189853
1341,-0.2298434
1342,-0.1628057
1343,-0.2513912
1344,-0.3351882
1345,-0.1771709
1346,-0.3040636
1347,-0.5075707
1348,-0.2585738
1349,-0.1604115
1350,-0.1699883
1351,-0.1628057
1352,-0.1460463
1353,0.1244985
1354,0.1651999
1355,0.1053449
1356,0.1101333
1357,0.2394202
1358,0.225055
1359,0.2059013
1360,0.3064578
1361,0.2466028
1362,0.1915361
1363,0.237026
1364,0.260968
1365,0.2705448
1366,0.2585738
1367,0.213084
1368,0.2178724
1369,0.260968
1370,0.1292869
1371,-0.3184288
1372,-1.101333
1373,-1.810017
1374,-1.302446
1375,0.5315128
1376,0.3639187
1377,-0.3687071
1378,-0.213084
1379,0.1675941
1380,0.2585738
1381,-1.072602
1382,-1.391031
1383,-0.9457096
1384,0.4118027
1385,0.3256114
1386,-0.1747767
1387,-0.3854665
1388,0.08619126
1389,-0.1699883
1390,-0.521936
1391,-0.6392518
1392,-0.3998317
1393,0.1891419
1394,-0.2035071
1395,-0.2753332
1396,-0.1699883
1397,0.1053449
1398,-0.1675941
1399,-0.237026
1400,0.1436521
1401,0.296881
1402,0.2633622
1403,0.1388637
1404,0.1053449
1405,0.2226608
1406,0.533907
1407,0.4788404
1408,0.3830723
1409,0.4070143
1410,0.5123591
1411,0.6248866
1412,0.5530606
1413,0.5195417
1414,0.521936
1415,0.6224924
1416,0.6368576
1417,0.6224924
1418,0.6392518
1419,0.6536171
1420,0.6703765
1421,0.6488287
1422,0.4309563
1423,0.3303998
1424,0.3830723
1425,0.4692635
1426,0.4477157
1427,0.3423708
1428,0.3351882
1429,0.3974375
1430,0.3519476
1431,0.2346318
1432,0.09337386
1433,0.1125275
1434,0.1819593
1435,0.1628057
1436,0.1268927
1437,-0.3280056
1438,-0.5003881
1439,-0.4668693
1440,-0.2202666
1441,-0.4405331
1442,-0.4979939
1443,-0.3782839
1444,-0.5410896
1445,-0.85473
1446,-0.8643068
1447,-0.617704
1448,-0.2657564
1449,-0.4309563
1450,-0.6344634
1451,-0.7015011
1452,-0.6703765
1453,-0.6224924
1454,-0.6009446
1455,-0.5315128
1456,-0.4405331
1457,-0.3471592
1458,-0.3232172
1459,-0.3687071
1460,-0.3734955
1461,-0.4189853
1462,-0.4932055
1463,-0.3543419
1464,-0.2585738
1465,-0.1795651
1466,-0.1628057
1467,-0.1556231
1468,0.1101333
1469,-0.1867477
1470,0.08619126
1471,0.1268927
1472,0.3184288
1473,0.4548983
1474,0.4165911
1475,0.1843535
1476,0.296881
1477,0.3926491
1478,-0.1819593
1479,0.08858546
1480,0.4022259
1481,0.3639187
1482,0.237026
1483,0.1843535
1484,0.3950433
1485,0.3974375
1486,0.2442086
1487,0.2059013
1488,0.2561796
1489,0.2082956
1490,0.1125275
1491,0.1292869
1492,0.1125275
1493,0.1795651
1494,0.2035071
1495,-0.2394202
1496,-0.4979939
1497,0.1077391
1498,-0.2537854
1499,-0.3998317
1500,-0.3351882
1501,-0.2585738
1502,-0.3543419
1503,-0.2202666
1504,-0.3303998
1505,-0.4189853
1506,-0.1675941
1507,0.1508347
1508,0.3016694
1509,-0.2777274
1510,-0.3232172
1511,0.09816227
1512,0.1244985
1513,-0.3136404
1514,-0.3375824
1515,-0.1580173
1516,0.2274492
1517,0.308852
1518,-0.2513912
1519,0.5482722
1520,0.6584055
1521,0.4070143
1522,-0.4405331
1523,-0.4548983
1524,0.2035071
1525,0.2274492
1526,-0.629675
1527,-0.557849
1528,0.1771709
1529,0.6464345
1530,-0.2394202
1531,-0.5889736
1532,-0.4381389
1533,0.1939303
1534,0.332794
1535,0.1987187
1536,0.248997
1537,0.4189853
1538,-0.2777274
1539,0.09576806
1540,0.4165911
1541,0.1604115
1542,-0.3902549
1543,-0.5147533
1544,-0.2944868
1545,0.3256114
1546,-0.4429273
1547,-0.6368576
1548,-0.2681506
1549,0.1029507
1550,0.2681506
1551,-0.1843535
1552,0.3232172
1553,0.3471592
1554,-0.344765
1555,-0.8116343
1556,-0.7158663
1557,-0.1963245
1558,0.2059013
1559,-0.2777274
1560,-0.320823
1561,-0.2633622
1562,-0.2202666
1563,0.1580173
1564,0.1412579
1565,0.1795651
1566,0.3902549
1567,0.4788404
1568,0.3399766
1569,-0.5722142
1570,-0.6823475
1571,-0.56982
1572,-0.225055
1573,0.1819593
1574,-0.1628057
1575,-0.2801216
1576,-0.3998317
1577,-0.6272808
1578,-0.4381389
1579,0.5386954
1580,0.842759
1581,0.4381389
1582,-0.9169792
1583,-0.5913678
1584,0.09816227
1585,0.3782839
1586,-0.1436521
1587,-0.2082956
1588,0.3016694
1589,0.4764462
1590,0.1340753
1591,-0.4405331
1592,-0.1604115
1593,0.4189853
1594,0.6919243
1595,0.557849
1596,-0.4644751
1597,-0.1580173
1598,0.6440403
1599,1.355118
1600,1.01993
1601,-0.5291186
1602,-0.3232172
1603,0.09337386
1604,0.08619126
1605,0.1651999
1606,0.2705448
1607,0.3160346
1608,-0.3950433
1609,-0.6967127
1610,0.4309563
1611,0.9457096
1612,0.6392518
1613,-0.1412579
1614,-0.8978256
1615,-0.5722142
1616,-0.2202666
