X,Y,Z
-0.1675941199064254,9.80904483795166,1.0582371950149536
-0.119710087776184,9.785101890563965,1.0223240852355957
-0.1316810995340347,9.794678688049316,1.0319008827209473
-0.1963245421648025,9.813833236694336,1.0558429956436155
-0.1939303427934646,9.806650161743164,1.0630255937576294
-0.1556231081485748,9.785101890563965,1.01753568649292
-0.1436520963907241,9.794678688049316,0.9959878921508788
-0.1340752989053726,9.78989028930664,1.0821791887283323
-0.1101332753896713,9.799467086791992,1.0534487962722778
-0.102950669825077,9.80904483795166,1.0845733880996704
-0.1244984865188598,9.794678688049316,1.0749965906143188
-0.1388636976480484,9.775525093078612,1.0462661981582642
-0.1771709322929382,9.775525093078612,1.0606313943862915
-0.1556231081485748,9.80904483795166,1.0582371950149536
-0.1628057211637497,9.83298683166504,1.091755986213684
-0.1699883192777633,9.799467086791992,1.094150185585022
-0.1532289087772369,9.77791976928711,1.0342950820922852
-0.1244984865188598,9.770736694335938,1.0199298858642578
-0.1125274822115898,9.816226959228516,1.070208191871643
-0.1125274822115898,9.825803756713867,1.0845733880996704
-0.1149216815829277,9.83538055419922,1.0749965906143188
-0.0933738648891449,9.847352027893066,1.039083480834961
-0.1221042871475219,9.801861763000488,1.0055646896362305
-0.150834709405899,9.801861763000488,0.9720458984375
-0.1340752989053726,9.797073364257812,1.0630255937576294
-0.1125274822115898,9.80904483795166,1.0534487962722778
-0.1221042871475219,9.801861763000488,1.05105459690094
-0.1388636976480484,9.801861763000488,1.0797849893569946
-0.1149216815829277,9.799467086791992,1.0797849893569946
-0.1149216815829277,9.797073364257812,1.0654197931289673
-0.1125274822115898,9.821015357971191,1.048660397529602
-0.0814028605818748,9.823410034179688,1.0630255937576294
-0.0814028605818748,9.823410034179688,1.091755986213684
-0.1221042871475219,9.804255485534668,1.0749965906143188
-0.1436520963907241,9.770736694335938,1.0558429956436155
-0.1244984865188598,9.78989028930664,1.048660397529602
-0.1244984865188598,9.782708168029783,1.0797849893569946
-0.1149216815829277,9.80904483795166,1.0773907899856567
-0.0957680642604827,9.856928825378418,1.0534487962722778
-0.1244984865188598,9.84495735168457,1.0223240852355957
-0.1340752989053726,9.813833236694336,1.0199298858642578
-0.1173158809542656,9.80904483795166,1.036689281463623
-0.1149216815829277,9.80904483795166,1.0247182846069336
-0.1316810995340347,9.801861763000488,1.015141487121582
-0.1484405100345611,9.813833236694336,1.0271124839782717
-0.1268926858901977,9.792284965515137,1.0247182846069336
-0.1388636976480484,9.804255485534668,1.0414776802062988
-0.1532289087772369,9.816226959228516,0.9911994934082032
-0.1675941199064254,9.78749656677246,1.0223240852355957
-0.150834709405899,9.794678688049316,1.091755986213684
-0.1556231081485748,9.804255485534668,1.039083480834961
-0.1939303427934646,9.792284965515137,0.9959878921508788
-0.1915361285209655,9.797073364257812,1.0295066833496094
-0.1795651316642761,9.792284965515137,1.0342950820922852
-0.1244984865188598,9.84256362915039,1.01753568649292
-0.1364694982767105,9.828198432922363,1.0079588890075684
-0.1484405100345611,9.799467086791992,1.000776290893555
-0.1412578970193863,9.806650161743164,1.0103530883789062
-0.1221042871475219,9.825803756713867,1.0271124839782717
-0.1436520963907241,9.828198432922363,1.0678139925003052
-0.0933738648891449,9.823410034179688,1.0534487962722778
-0.1316810995340347,9.804255485534668,1.0438719987869265
-0.1556231081485748,9.825803756713867,1.036689281463623
-0.1412578970193863,9.837775230407717,1.0630255937576294
-0.1771709322929382,9.830592155456545,1.1300631761550903
-0.2011129409074783,10.371682167053224,1.3192051649093628
-0.4213795065879822,10.340557098388672,0.8403648138046265
-0.6033388376235962,10.017339706420898,-0.0430956296622753
-0.6153098344802856,9.682151794433594,-0.8212111592292786
-0.4094084799289703,9.60553741455078,-1.0223240852355957
-0.1173158809542656,9.86889934539795,-0.5147533416748047
-0.0215478148311376,10.043676376342772,-0.0646434426307678
-0.4884171485900879,9.69651699066162,0.3806780576705932
-0.8020575642585754,9.72285270690918,0.5147533416748047
-0.8451532125473022,9.84495735168457,0.689530074596405
-0.6320692300796509,9.83538055419922,0.706289529800415
-0.2753331959247589,9.801861763000488,0.5793967843055725
0.0407014302909374,9.86889934539795,0.4955997467041015
0.0191536135971546,9.828198432922363,0.3160346150398254
-0.0814028605818748,9.682151794433594,0.0646434426307678
-0.0167594123631715,9.65342140197754,-0.1053448766469955
0.0550666376948356,9.782708168029783,0.1053448766469955
0.150834709405899,9.86650562286377,0.3998316824436188
0.3136404156684875,9.718064308166504,0.6440402865409851
0.3615244626998901,9.792284965515137,0.8188169598579407
0.3136404156684875,9.859322547912598,1.036689281463623
0.1580173075199127,9.75397777557373,1.115697979927063
0.0215478148311376,9.761159896850586,1.113303780555725
-0.1628057211637497,9.830592155456545,1.0654197931289673
-0.237025961279869,9.86889934539795,0.7565677165985107
-0.304063618183136,9.80904483795166,0.5482721924781799
-0.3351882398128509,9.674968719482422,0.4668693244457245
-0.1484405100345611,9.74679470062256,0.5793967843055725
-0.0167594123631715,9.84495735168457,0.7733271718025208
-0.1005564704537391,9.830592155456545,0.9074024558067322
-0.0861912593245506,9.68933391571045,1.036689281463623
0.181959331035614,9.792284965515137,1.2880805730819702
0.3711012601852417,9.971850395202637,1.6041151285171509
0.3184288144111633,9.914389610290527,1.7118542194366455
0.1149216815829277,9.813833236694336,1.601720929145813
0.0,9.706093788146973,1.482010841369629
0.1891419291496276,9.66299819946289,1.5634137392044067
0.2250549644231796,9.710882186889648,1.778891921043396
0.1771709322929382,9.758766174316406,1.8962076902389529
0.0191536135971546,9.718064308166504,1.9919757843017576
-0.2178723514080047,9.586383819580078,1.9512743949890137
-0.363918662071228,9.66299819946289,1.9369091987609863
-0.0885854661464691,9.921571731567385,2.1092917919158936
-0.0574608407914638,9.873687744140623,2.0183119773864746
-0.1364694982767105,9.921571731567385,1.953668594360352
-0.1939303427934646,9.964667320251465,1.8124107122421265
-0.181959331035614,9.742006301879885,1.580173134803772
-0.1628057211637497,9.701305389404297,1.4484920501708984
-0.1364694982767105,9.830592155456545,1.5418659448623655
-0.1891419291496276,9.892841339111328,1.6855180263519287
-0.1412578970193863,9.943120002746582,1.8794482946395876
-0.1460463106632232,9.823410034179688,1.7286136150360107
-0.2585737705230713,9.634267807006836,1.6400281190872192
-0.4764461517333984,9.648633003234863,1.747767210006714
-0.3998316824436188,9.634267807006836,1.7549498081207275
-0.2130839526653289,9.59835433959961,1.8363527059555051
-0.0742202550172805,9.502586364746094,1.941697597503662
-0.1532289087772369,9.62947940826416,2.0590133666992188
-0.2561795711517334,9.780313491821287,2.140416383743286
-0.3734954595565796,9.459490776062012,1.7166426181793213
-0.3208230137825012,9.560047149658203,1.8722656965255735
-0.1268926858901977,9.928754806518556,2.1332337856292725
0.0335188247263431,10.08437728881836,2.205059766769409
-0.0574608407914638,9.90241813659668,2.027888774871826
-0.3399766385555267,9.682151794433594,1.7118542194366455
-0.3806780576705932,9.840168952941896,1.5083470344543457
-0.2609679996967315,9.840168952941896,1.4772224426269531
-0.1915361285209655,9.818621635437012,1.455674648284912
-0.2466027736663818,9.83538055419922,1.4413094520568848
-0.2849099934101105,9.797073364257812,1.33357036113739
-0.2394201755523681,9.727641105651855,1.261744260787964
-0.2226607650518417,9.90241813659668,1.2186486721038818
-0.2705447971820831,9.660603523254396,0.993593692779541
-0.4932055473327636,9.679757118225098,0.9385270476341248
-0.4955997467041015,9.69651699066162,0.9457096457481384
-0.1580173075199127,9.765948295593262,1.0247182846069336
0.0502782352268695,9.921571731567385,1.0414776802062988
-0.3280056416988373,9.706093788146973,0.6967126727104187
-0.454898327589035,9.864110946655272,0.608127236366272
-0.4788403511047363,9.864110946655272,0.3998316824436188
-0.2968810200691223,9.730035781860352,0.4046200811862945
-0.0981622710824012,9.931148529052734,0.4932055473327636
0.0885854661464691,9.904812812805176,0.4788403511047363
-0.3447650372982025,9.761159896850586,0.7110779285430908
-0.2609679996967315,10.055646896362305,0.9624691009521484
-0.2011129409074783,10.062829971313477,0.8547300100326538
-0.1316810995340347,9.66299819946289,0.6344634294509888
-0.0407014302909374,9.823410034179688,0.7469909191131592
0.2178723514080047,9.919178009033203,0.7637503147125244
0.1651999205350875,9.80904483795166,0.7326257228851318
-0.1053448766469955,10.089165687561035,0.6224924325942993
-0.2178723514080047,9.90241813659668,0.2633621990680694
-0.1412578970193863,9.502586364746094,0.071826048195362
-0.0335188247263431,9.706093788146973,0.241814374923706
0.5267243981361389,9.998186111450195,0.730231523513794
0.2968810200691223,9.761159896850586,0.7469909191131592
-0.1675941199064254,9.488221168518066,0.6560112833976746
